turn,omega_w1_response,omega_w1_prompt
2,-3.0143458135451473,3.175430458966903
3,3.0729425447718492,0.140320707142366
4,-0.5761672980839982,-0.9943412250114134
5,0.18538514663082495,-1.309637878511836
6,-1.6809822174718922,-0.24077851039919196
7,1.2859390272672586,1.0986334019370423
8,0.004896677520223491,0.277476339875415
9,0.5488196855337453,0.2984957416779439
10,0.06027154675979762,-0.7147354492591758
11,-0.9427411842334097,-0.699944894675693
12,0.6288001123400466,0.5127782180195153
13,0.37924919876151186,-0.8660316812524371
14,-0.2576823168095572,0.36785644452769084
15,-1.6371204474148922,-0.7457337379518769
16,0.20292000956309852,0.21288426925672344
17,0.34743946086812816,-0.34599090891634
18,0.36793551023813276,1.4920269965474349
19,-0.06516801412508588,-2.160109806134548
20,-0.28217018417157114,1.928846974275725
21,-0.5849310044256963,-1.0443241916956616
22,0.676663459978319,0.04722962085003779
23,0.4688699458587733,0.6545980772559208
24,-0.8065071142988689,0.11180354336984699
25,0.26568993019524534,-0.3549353503402841
26,-0.7366677410566913,-0.07944452694406579
27,1.2360616134817404,0.05725401528683882
28,-0.4663225648848828,0.3288187459772587
29,-0.3199001758135793,-1.6498469080356166
30,0.49163918869528356,-0.30829249447655815
31,0.6753169937787789,1.702335282854886
32,-0.880350416153556,0.17606212893059148
33,0.4951146087595273,-0.9570848852781868
34,-0.6277217035886284,0.9747739207906303
35,0.23180962074671285,-0.7321453483232787
36,-0.27403299034552386,0.931668470262065
37,-0.48892890216173335,-0.7506110129887453
38,0.12320263347513372,-0.18105745727331968
39,-0.49763548409736647,-0.11990188528369039
40,0.9453789926630893,0.45065575077552555
41,0.9248505513772827,0.04363180404557632
42,-1.7706975389932031,-0.9606582097497784
43,1.1836448040209309,0.1653054522602564
44,-0.12738280697652726,0.8697649294047753
45,-0.8442495104366703,-0.882958069204479
46,-0.4681066764523907,-0.6653633327564084
47,1.0531233801527433,0.7867356064080031
48,0.7215871317905203,-0.16853591493988507
49,-0.23018618351497544,-0.32202623626152826
50,0.00457222649641853,1.2609224723506434
51,-0.911581585907526,-0.7200000000000024
52,-0.3319370074760455,-0.499007216143843
53,0.29946021765299946,0.15999656469179202
54,0.9615424133590977,0.13281280301420528
55,-1.6242610453249409,0.012007729546913204
56,0.8280130916866533,-0.6400389521599545
57,0.004145457348514903,0.6112244945146315
58,0.3380177888820546,
59,-0.08987323189906427,0.3475453309759553
60,-0.691444693468064,-0.610846522070279
61,1.0018504212739447,0.16246086036920415
62,0.2797927778274998,-0.5910322889406339
63,-1.6612387626805942,2.5639665835724434
64,0.882513796827558,-1.843279506261367
65,0.9874616353311492,1.285704297941562
66,-0.5839768578543287,-0.21227608951781907
67,0.36320143948540196,-0.7326748502791434
68,0.13894946481859627,
69,-0.7396206524243443,0.4604876594316858
70,0.09198176168768057,-1.106058114829196
71,-0.048014207720868285,0.2053465264556582
72,0.3673564174585646,0.31990257979395853
73,-0.024672884767234393,0.5610614293030203
